model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
 3 Series,2019.0,,8127.0,Diesel,145.0,48.7,2.0,29980
 3 Series,2006.0,Manual,76000.0,Diesel,160.0,,2.0,2795
 2 Series,,Automatic,38902.0,Petrol,260.0,37.2,3.0,17799
 1 Series,2019.0,Manual,123.0,Diesel,145.0,53.3,2.0,26310
 5 Series,2017.0,Semi-Auto,14563.0,,145.0,65.7,2.0,22695
 1 Series,2019.0,Automatic,16189.0,Diesel,,67.3,2.0,18500
 X3,2011.0,Automatic,76000.0,Diesel,165.0,50.4,2.0,9995
 3 Series,2008.0,Automatic,123023.0,Petrol,,42.2,,3990
 5 Series,2016.0,Automatic,32868.0,Diesel,125.0,60.1,2.0,18000
 5 Series,2016.0,Automatic,55573.0,Diesel,30.0,62.8,2.0,14200
 1 Series,2016.0,Manual,21909.0,Petrol,125.0,,1.5,13000
 1 Series,2016.0,Manual,40855.0,Diesel,30.0,65.7,2.0,13499
 X5,2019.0,Semi-Auto,7275.0,Diesel,145.0,37.7,3.0,47990
 X3,2020.0,Semi-Auto,3245.0,Hybrid,140.0,,2.0,42990
 X3,2019.0,Automatic,1926.0,Diesel,145.0,54.3,,33990
 4 Series,2016.0,Manual,57876.0,Diesel,125.0,57.6,2.0,14799
 X1,2019.0,Semi-Auto,5021.0,Petrol,145.0,40.9,1.5,25450
 1 Series,2017.0,Manual,11185.0,,145.0,72.4,1.5,12400
 1 Series,2015.0,Semi-Auto,,,0.0,78.5,1.5,13442
 1 Series,2016.0,Manual,,Diesel,20.0,,1.5,10985
 4 Series,2019.0,Semi-Auto,4842.0,Diesel,145.0,60.1,2.0,26950
 Z4,2019.0,Automatic,,Petrol,145.0,37.2,2.0,31990
 5 Series,2017.0,Semi-Auto,8605.0,Diesel,145.0,65.7,2.0,24908
 X3,2017.0,Semi-Auto,,Diesel,150.0,54.3,2.0,22490
 Z4,2014.0,Manual,,Petrol,205.0,41.5,2.0,13498
 5 Series,2019.0,Semi-Auto,12391.0,Diesel,150.0,62.8,2.0,26875
 X2,2018.0,Manual,5438.0,Diesel,145.0,52.3,2.0,20306
 1 Series,2016.0,Automatic,30900.0,Petrol,145.0,47.9,2.0,15480
 5 Series,2019.0,Semi-Auto,,Diesel,145.0,51.4,3.0,44995
 5 Series,2013.0,Automatic,58995.0,Diesel,200.0,48.7,,11599
 3 Series,2015.0,Manual,,Petrol,200.0,41.5,2.0,16299
 1 Series,2015.0,Automatic,58620.0,Diesel,20.0,,2.0,11695
 2 Series,,Manual,7293.0,Diesel,145.0,54.3,2.0,18450
 5 Series,2015.0,Manual,94500.0,Diesel,125.0,58.9,2.0,10995
 M4,2015.0,Automatic,35284.0,Petrol,300.0,34.0,3.0,26499
 X2,2019.0,Semi-Auto,7946.0,Diesel,150.0,,2.0,27950
 1 Series,2017.0,Manual,34003.0,,145.0,46.3,2.0,16995
 2 Series,2019.0,Manual,4434.0,Diesel,,64.2,2.0,20950
 1 Series,2019.0,Manual,5500.0,Diesel,145.0,72.4,1.5,16500
 1 Series,2017.0,Automatic,14386.0,Petrol,145.0,54.3,1.5,17350
 5 Series,2018.0,Semi-Auto,16530.0,Diesel,145.0,68.9,2.0,22912
 3 Series,2014.0,Manual,65077.0,Diesel,30.0,,2.0,10990
 1 Series,2017.0,Manual,32015.0,Diesel,145.0,68.9,2.0,14179
 X1,2018.0,Semi-Auto,2570.0,Petrol,,37.7,2.0,22397
 1 Series,2015.0,Manual,47000.0,Petrol,125.0,53.3,1.5,8990
 8 Series,2020.0,Semi-Auto,123.0,Petrol,145.0,33.2,3.0,66991
 X3,2015.0,Semi-Auto,,Diesel,205.0,47.9,3.0,22000
 X5,2019.0,Semi-Auto,3724.0,Diesel,145.0,37.7,3.0,49995
 X1,2018.0,Semi-Auto,11586.0,Diesel,145.0,60.1,2.0,23485
 3 Series,2017.0,Semi-Auto,28600.0,Diesel,,,3.0,22950
 X1,2016.0,Automatic,21822.0,Diesel,125.0,60.1,2.0,19499
 3 Series,2017.0,Automatic,27232.0,Other,135.0,134.5,2.0,18400
 2 Series,2019.0,Manual,3303.0,Petrol,145.0,42.8,1.5,19990
 3 Series,2018.0,Semi-Auto,12.0,Petrol,145.0,,2.0,24790
 X1,2017.0,Semi-Auto,,Diesel,125.0,57.6,2.0,18998
 X1,2013.0,Manual,67000.0,Diesel,160.0,51.4,2.0,7640
 1 Series,2017.0,Semi-Auto,19383.0,Diesel,150.0,72.4,1.5,15450
 5 Series,2015.0,Semi-Auto,17324.0,Diesel,30.0,62.8,2.0,15990
 2 Series,2019.0,Semi-Auto,7494.0,,150.0,50.4,2.0,20980
 X1,2017.0,Automatic,,Diesel,145.0,65.7,2.0,18199
 X1,2017.0,Automatic,25683.0,Diesel,,57.6,2.0,18500
 5 Series,2017.0,Semi-Auto,25260.0,Diesel,145.0,60.1,2.0,21998
 1 Series,2019.0,Manual,10532.0,Petrol,145.0,44.1,1.5,20875
 2 Series,2016.0,Manual,25525.0,Diesel,,61.4,2.0,13000
 2 Series,2019.0,Manual,1501.0,Petrol,145.0,44.1,1.5,20995
 1 Series,2020.0,Manual,1510.0,Petrol,150.0,41.5,1.5,24852
 1 Series,2016.0,Automatic,21748.0,Diesel,20.0,67.3,2.0,15100
 X3,2019.0,Automatic,4078.0,Petrol,,30.4,2.0,35900
 4 Series,2019.0,Automatic,110.0,Diesel,145.0,65.7,2.0,35000
 X1,2020.0,Semi-Auto,1501.0,Diesel,145.0,50.4,,30995
 1 Series,2016.0,Automatic,28883.0,Diesel,20.0,67.3,2.0,15480
 1 Series,2018.0,Semi-Auto,12537.0,Petrol,145.0,39.8,3.0,22995
 3 Series,2017.0,Semi-Auto,,Petrol,150.0,48.7,2.0,19495
 3 Series,2019.0,Semi-Auto,4713.0,Petrol,145.0,34.9,3.0,37890
 Z4,2006.0,Manual,114000.0,Petrol,260.0,37.7,,3595
 X5,,Automatic,35881.0,Diesel,240.0,,3.0,27581
 3 Series,2015.0,Automatic,26000.0,Diesel,,64.2,2.0,14990
 X1,2014.0,Automatic,28375.0,Diesel,160.0,52.3,2.0,12702
 X3,2019.0,Semi-Auto,4490.0,Petrol,,24.8,,54995
 1 Series,2016.0,Manual,38810.0,Petrol,125.0,53.3,1.5,11000
 2 Series,2017.0,Semi-Auto,14612.0,Petrol,145.0,38.2,3.0,20499
 3 Series,2016.0,Semi-Auto,63162.0,Diesel,,74.3,2.0,12495
 4 Series,2015.0,Automatic,67958.0,Diesel,160.0,51.4,3.0,15990
 X2,2020.0,Semi-Auto,10.0,Petrol,145.0,43.5,1.5,22980
 2 Series,2019.0,Manual,10.0,Petrol,145.0,42.8,1.5,20450
 5 Series,2019.0,Semi-Auto,5656.0,Petrol,150.0,50.4,2.0,25490
 2 Series,2018.0,Semi-Auto,,Diesel,,62.8,2.0,17745
 3 Series,2020.0,Automatic,10.0,Petrol,145.0,40.4,2.0,34900
 3 Series,2020.0,Semi-Auto,2000.0,Diesel,145.0,50.4,2.0,34875
 3 Series,2017.0,,40238.0,Diesel,145.0,53.3,,19898
 5 Series,2015.0,Automatic,48000.0,Diesel,,62.8,2.0,13990
 1 Series,2016.0,Manual,43000.0,,0.0,83.1,1.5,11750
 4 Series,2017.0,Manual,13471.0,Petrol,145.0,46.3,2.0,17495
 4 Series,2019.0,Automatic,3480.0,Diesel,145.0,58.9,2.0,24607
 i3,2017.0,Automatic,,Hybrid,,470.8,0.0,19000
 5 Series,2013.0,Automatic,75000.0,Diesel,,,2.0,10990
 3 Series,2019.0,Semi-Auto,16151.0,Diesel,145.0,48.7,2.0,26498
 5 Series,2019.0,Semi-Auto,13929.0,Diesel,,65.7,2.0,26990
 X5,2019.0,Automatic,4076.0,,145.0,,3.0,49980
 X3,2017.0,Automatic,35903.0,Diesel,,54.3,2.0,23100
 3 Series,2017.0,Automatic,23123.0,Petrol,145.0,54.3,,14495
 7 Series,2019.0,Semi-Auto,,Diesel,145.0,,3.0,49000
 X1,2016.0,Manual,38775.0,Diesel,20.0,68.9,2.0,13899
 X1,2016.0,Semi-Auto,22070.0,,160.0,44.8,2.0,21591
 3 Series,2011.0,Manual,112000.0,Diesel,30.0,,2.0,4994
 5 Series,2018.0,Semi-Auto,50628.0,,150.0,,2.0,22601
 X5,2018.0,Automatic,19750.0,Diesel,140.0,47.1,3.0,47994
 X1,2019.0,Semi-Auto,5559.0,Petrol,145.0,44.8,2.0,28790
 M3,2019.0,Semi-Auto,5957.0,Petrol,145.0,33.2,3.0,62995
 2 Series,2016.0,Semi-Auto,29707.0,Petrol,205.0,,2.0,18995
 3 Series,2019.0,Manual,2926.0,,,56.5,,23980
 6 Series,2016.0,Automatic,34000.0,Diesel,200.0,49.6,3.0,20990
 2 Series,2018.0,Automatic,11805.0,Hybrid,135.0,135.5,1.5,19995
 i3,2017.0,Automatic,36429.0,Hybrid,0.0,,0.0,18500
 3 Series,2019.0,Semi-Auto,3465.0,Diesel,150.0,52.3,,30761
 3 Series,,Automatic,72111.0,Diesel,30.0,62.8,2.0,13699
 2 Series,2020.0,Semi-Auto,10.0,Diesel,,48.7,2.0,29950
 4 Series,2019.0,Semi-Auto,4642.0,Petrol,145.0,45.6,,24750
 3 Series,2014.0,Semi-Auto,69382.0,Diesel,125.0,57.6,3.0,11000
 3 Series,2013.0,Semi-Auto,,Petrol,165.0,47.1,2.0,11900
 4 Series,2019.0,Automatic,3428.0,Diesel,145.0,49.6,3.0,34680
 2 Series,2016.0,Manual,68940.0,Diesel,30.0,64.2,,11295
 X5,2019.0,Automatic,6601.0,Diesel,145.0,33.6,3.0,53500
 5 Series,2018.0,Semi-Auto,11646.0,Diesel,145.0,,2.0,25595
 3 Series,2016.0,Automatic,,Petrol,125.0,,1.5,13000
 4 Series,2020.0,Semi-Auto,16.0,Diesel,150.0,60.1,2.0,30137
 M3,2017.0,Semi-Auto,14894.0,Petrol,300.0,34.0,3.0,38000
 X4,2019.0,Semi-Auto,7356.0,Diesel,145.0,40.9,3.0,38495
 5 Series,2016.0,Automatic,,Diesel,165.0,51.4,3.0,21988
 X1,2019.0,Semi-Auto,2865.0,Diesel,145.0,36.7,2.0,31280
 1 Series,2018.0,Automatic,9193.0,Petrol,145.0,32.5,,22499
 1 Series,2019.0,Semi-Auto,12011.0,Diesel,145.0,65.7,2.0,18999
 X7,2020.0,Semi-Auto,,Diesel,145.0,33.6,3.0,69995
 3 Series,2013.0,Manual,,Diesel,125.0,57.6,2.0,11599
 3 Series,2016.0,Automatic,100680.0,Diesel,125.0,60.1,2.0,10695
 Z4,2008.0,,63000.0,,325.0,31.7,3.0,14000
 2 Series,2019.0,Manual,,Diesel,,51.4,2.0,22990
 1 Series,,Manual,1581.0,Diesel,,70.6,1.5,19689
 X5,2011.0,Automatic,,Diesel,,38.2,3.0,10500
 1 Series,2019.0,Semi-Auto,11602.0,Diesel,145.0,67.3,2.0,19498
 3 Series,2019.0,Semi-Auto,4500.0,Diesel,145.0,49.6,2.0,33470
 X6,2019.0,Semi-Auto,,Petrol,145.0,26.4,3.0,66750
 3 Series,2017.0,Automatic,53208.0,Diesel,145.0,70.6,2.0,13600
 3 Series,2019.0,Semi-Auto,9913.0,,145.0,57.7,2.0,25995
 1 Series,2014.0,Automatic,28893.0,Petrol,235.0,,3.0,15295
 X3,,Automatic,34208.0,Diesel,145.0,54.3,2.0,22000
 3 Series,2020.0,Automatic,4691.0,Hybrid,135.0,8.8,2.0,37000
 1 Series,2013.0,Manual,55621.0,Diesel,30.0,62.8,2.0,8555
 2 Series,2020.0,Semi-Auto,11.0,Petrol,150.0,50.4,1.5,21890
 X4,2019.0,Automatic,9210.0,Diesel,145.0,42.8,2.0,39990
 X1,2017.0,Semi-Auto,25917.0,Diesel,125.0,57.6,2.0,19912
 1 Series,2017.0,Semi-Auto,27150.0,Petrol,145.0,39.8,3.0,21140
 1 Series,2017.0,Manual,,Diesel,150.0,72.4,1.5,12000
 X5,2019.0,Semi-Auto,,Diesel,,37.7,3.0,44790
 2 Series,2018.0,Semi-Auto,14616.0,Petrol,,50.4,1.5,18475
 X1,2016.0,,12389.0,Diesel,125.0,57.6,2.0,19499
 5 Series,2017.0,Semi-Auto,52590.0,Diesel,125.0,60.1,,16202
 1 Series,2016.0,Manual,20702.0,Diesel,30.0,65.7,2.0,13260
 5 Series,2019.0,Semi-Auto,2215.0,Hybrid,135.0,156.9,2.0,30980
 2 Series,2016.0,Manual,43201.0,Diesel,20.0,68.9,2.0,9989
 2 Series,2019.0,Semi-Auto,10539.0,Petrol,,47.9,2.0,20000
 1 Series,2018.0,Semi-Auto,17063.0,Petrol,145.0,36.7,2.0,17498
 4 Series,2018.0,Automatic,9544.0,,145.0,48.7,2.0,23999
 5 Series,2016.0,Semi-Auto,47640.0,Diesel,160.0,51.4,3.0,16310
 X6,2017.0,Semi-Auto,19311.0,Diesel,150.0,47.1,3.0,32990
 3 Series,2007.0,Manual,130000.0,Petrol,200.0,44.8,2.0,3495
 1 Series,2019.0,Semi-Auto,4371.0,Diesel,150.0,67.3,2.0,19995
 1 Series,2020.0,Manual,2000.0,Petrol,145.0,44.1,,22000
 3 Series,2015.0,Semi-Auto,55109.0,Diesel,160.0,51.4,3.0,17450
 X3,2015.0,Automatic,36054.0,Diesel,145.0,54.3,2.0,20850
 3 Series,2015.0,Manual,40325.0,Petrol,125.0,52.3,1.5,11998
 5 Series,,Semi-Auto,80500.0,Diesel,125.0,57.6,2.0,13995
 X4,2019.0,Semi-Auto,6170.0,Diesel,145.0,40.9,3.0,39263
 3 Series,2014.0,Semi-Auto,64260.0,Diesel,165.0,52.3,3.0,15680
 4 Series,2019.0,Semi-Auto,6451.0,Diesel,145.0,58.9,2.0,28000
 X3,2015.0,Automatic,42437.0,Diesel,145.0,54.3,2.0,15450
 3 Series,2017.0,Manual,26575.0,Diesel,30.0,64.2,2.0,16098
 6 Series,2016.0,Semi-Auto,28684.0,Diesel,160.0,51.4,3.0,21975
 8 Series,2020.0,Semi-Auto,700.0,Petrol,145.0,,,59995
 X3,2012.0,Automatic,98123.0,Diesel,160.0,50.4,,8799
 3 Series,2017.0,Automatic,24658.0,Hybrid,0.0,134.5,2.0,18999
 X3,2016.0,Automatic,37075.0,Diesel,200.0,47.9,3.0,18000
 1 Series,2018.0,Semi-Auto,11941.0,Petrol,145.0,,3.0,23750
 X1,2017.0,Automatic,27490.0,Diesel,145.0,57.6,2.0,19498
 X1,2012.0,Manual,130000.0,Diesel,,,,5994
 2 Series,2015.0,Semi-Auto,26035.0,Petrol,,44.1,2.0,17541
 3 Series,2012.0,Manual,,Diesel,125.0,58.9,2.0,8450
 3 Series,2016.0,Manual,88378.0,Diesel,30.0,68.9,,10650
 X1,2017.0,Semi-Auto,11000.0,Diesel,150.0,55.4,2.0,19862
 X6,2019.0,Semi-Auto,2055.0,Diesel,145.0,34.9,3.0,56995
 3 Series,2020.0,Semi-Auto,2252.0,Petrol,145.0,34.9,3.0,43995
 3 Series,2016.0,Automatic,25709.0,Diesel,125.0,,2.0,16479
 X6,2019.0,Semi-Auto,1500.0,Diesel,145.0,34.9,3.0,55995
 2 Series,2043.0,Semi-Auto,2469.0,Diesel,145.0,52.3,,24390
 3 Series,2017.0,Manual,,Petrol,145.0,48.7,2.0,13795
 X5,2015.0,Semi-Auto,22103.0,Petrol,570.0,25.4,4.4,44814
 2 Series,2015.0,Manual,71670.0,Diesel,20.0,68.9,2.0,9295
 X1,2016.0,Semi-Auto,13049.0,Diesel,,,2.0,19295
 3 Series,2019.0,Semi-Auto,5604.0,Petrol,145.0,,2.0,29990
 X3,,Semi-Auto,,Diesel,145.0,54.3,2.0,33450
 4 Series,2016.0,Automatic,20600.0,Diesel,125.0,60.1,2.0,19950
 7 Series,2014.0,Automatic,39554.0,Diesel,160.0,50.4,,14500
 X1,,Manual,39460.0,Diesel,150.0,68.9,2.0,14600
 1 Series,2019.0,Manual,,Petrol,150.0,41.5,1.5,22890
 5 Series,2019.0,Semi-Auto,4237.0,Petrol,145.0,50.4,2.0,26400
 3 Series,2017.0,Semi-Auto,6971.0,Diesel,125.0,60.1,2.0,20990
 4 Series,2019.0,Semi-Auto,7384.0,Diesel,145.0,51.4,3.0,28480
 3 Series,2018.0,Manual,19041.0,,145.0,67.3,2.0,16950
 1 Series,2013.0,Automatic,62000.0,Diesel,30.0,,2.0,9950
 X3,2015.0,Automatic,42000.0,,145.0,54.3,2.0,20250
 X2,2019.0,Semi-Auto,5000.0,Diesel,145.0,58.9,2.0,28874
 3 Series,2015.0,Semi-Auto,40321.0,Diesel,125.0,58.9,2.0,14995
 3 Series,2019.0,Semi-Auto,,Petrol,145.0,41.5,2.0,29998
 4 Series,2019.0,Semi-Auto,17740.0,Diesel,,65.7,2.0,21998
 3 Series,2016.0,Automatic,42229.0,Diesel,20.0,,2.0,14795
 1 Series,2019.0,Semi-Auto,4628.0,,145.0,,,29995
 3 Series,,Semi-Auto,25212.0,Diesel,145.0,62.8,2.0,19990
 3 Series,2017.0,Manual,57363.0,,,68.9,2.0,12000
 X3,,Semi-Auto,4829.0,Diesel,150.0,54.3,,32250
 1 Series,2016.0,Manual,36240.0,Diesel,0.0,83.1,,10499
 1 Series,2015.0,Manual,79999.0,Diesel,0.0,83.1,,7540
 3 Series,2017.0,,,Diesel,145.0,68.9,2.0,13995
 2 Series,2016.0,Manual,28895.0,Diesel,125.0,60.1,2.0,16181
 3 Series,2019.0,Semi-Auto,7751.0,Petrol,,41.5,2.0,29498
 3 Series,2018.0,Manual,10000.0,Petrol,,52.3,1.5,16940
 X5,2019.0,Automatic,2308.0,,,37.7,3.0,44266
 5 Series,2016.0,Semi-Auto,31570.0,Diesel,30.0,62.8,2.0,17330
 1 Series,2016.0,Semi-Auto,54205.0,Diesel,20.0,68.9,1.5,13950
 3 Series,2018.0,Automatic,23814.0,Diesel,,64.2,,17699
 5 Series,2019.0,Automatic,,Diesel,145.0,53.3,,33980
 2 Series,2019.0,Automatic,11275.0,Hybrid,135.0,148.7,1.5,22450
 4 Series,2016.0,Semi-Auto,26044.0,Diesel,205.0,47.9,3.0,23671
 1 Series,2017.0,Manual,40000.0,Diesel,20.0,72.4,1.5,11400
 3 Series,2017.0,Semi-Auto,17610.0,Petrol,145.0,48.7,2.0,19480
 M5,2016.0,Semi-Auto,49689.0,Petrol,565.0,28.5,4.4,25999
 1 Series,2015.0,Semi-Auto,14501.0,Diesel,0.0,78.5,,12498
 X1,2019.0,Semi-Auto,2974.0,Diesel,145.0,,2.0,25999
 X1,2017.0,Semi-Auto,24814.0,Diesel,145.0,55.4,2.0,21500
 1 Series,2019.0,Semi-Auto,5500.0,,145.0,54.3,1.5,20172
 2 Series,2018.0,Semi-Auto,,Petrol,,,3.0,26875
 X3,2011.0,Automatic,71000.0,Diesel,165.0,,2.0,9750
 M3,2010.0,Manual,81000.0,Petrol,570.0,22.8,4.0,17650
 6 Series,2015.0,Automatic,40517.0,Petrol,260.0,36.2,3.0,20000
 M4,2019.0,Semi-Auto,,,,32.5,,47898
 4 Series,2019.0,Automatic,123.0,Diesel,145.0,65.7,2.0,29631
 1 Series,2017.0,Manual,10861.0,Petrol,,53.3,1.5,12800
 6 Series,2017.0,Automatic,,Diesel,145.0,51.4,3.0,26500
 5 Series,,Semi-Auto,6110.0,Diesel,,65.7,2.0,26790
 X3,2016.0,Semi-Auto,32040.0,Diesel,,54.3,2.0,20990
 2 Series,2019.0,Semi-Auto,3334.0,Petrol,,50.4,1.5,20980
 4 Series,2015.0,Manual,17000.0,Petrol,200.0,42.2,2.0,18500
 X1,2017.0,Manual,,Diesel,,68.9,2.0,13500
 X2,2019.0,Semi-Auto,5177.0,Diesel,145.0,48.7,2.0,27275
 2 Series,2018.0,Manual,4302.0,Petrol,,,1.5,16998
 X1,2017.0,Semi-Auto,20570.0,,145.0,55.4,2.0,19995
 3 Series,2018.0,Semi-Auto,16360.0,Diesel,145.0,,,22998
 X1,2014.0,Semi-Auto,49445.0,Diesel,150.0,56.5,2.0,12991
 M4,2018.0,Semi-Auto,10809.0,Petrol,150.0,34.0,3.0,39999
 3 Series,2017.0,Automatic,,Diesel,145.0,,3.0,19836
 5 Series,2016.0,Automatic,60187.0,Diesel,,62.8,2.0,13900
 X1,2019.0,,9564.0,,,60.1,2.0,24950
 1 Series,2018.0,Manual,11784.0,Diesel,145.0,49.6,2.0,16998
 2 Series,2020.0,Semi-Auto,1743.0,Petrol,150.0,50.4,,23990
 1 Series,2016.0,Manual,,Diesel,0.0,78.5,1.5,9100
 X1,2017.0,Semi-Auto,,,150.0,57.6,2.0,18500
 1 Series,2019.0,Semi-Auto,7222.0,Petrol,,47.9,2.0,19998
 2 Series,2019.0,Semi-Auto,8555.0,Diesel,145.0,46.3,2.0,24998
 1 Series,2014.0,Manual,55834.0,Petrol,300.0,,3.0,13298
 2 Series,2018.0,Automatic,,Petrol,145.0,50.4,1.5,18999
 1 Series,2019.0,Manual,500.0,Petrol,145.0,41.5,1.5,25995
 2 Series,2017.0,Semi-Auto,18652.0,Diesel,145.0,65.7,2.0,15750
 3 Series,2017.0,Manual,34098.0,,145.0,64.2,2.0,16000
 2 Series,,Semi-Auto,25405.0,Diesel,150.0,64.2,2.0,16498
 X2,2019.0,Semi-Auto,1418.0,Petrol,,36.2,2.0,29000
 X3,2019.0,Semi-Auto,5253.0,Diesel,150.0,,2.0,34980
 1 Series,2016.0,Manual,8411.0,Diesel,30.0,,,13900
 2 Series,2018.0,Manual,13052.0,Diesel,145.0,64.2,,16750
 5 Series,2016.0,Semi-Auto,,Diesel,20.0,68.9,2.0,15990
 4 Series,2018.0,Semi-Auto,24118.0,Diesel,150.0,65.7,,21990
 3 Series,2015.0,Automatic,,Diesel,,,2.0,10999
 6 Series,2012.0,Automatic,27352.0,,160.0,51.4,3.0,17199
 3 Series,2011.0,Manual,88850.0,Petrol,160.0,44.8,2.0,4995
 3 Series,2015.0,Automatic,41115.0,Diesel,165.0,51.4,3.0,16940
 3 Series,2015.0,Automatic,63000.0,Diesel,30.0,64.2,2.0,13490
 3 Series,2020.0,Semi-Auto,100.0,Diesel,,47.9,3.0,37950
 3 Series,2013.0,Manual,,Diesel,,62.8,2.0,10990
 3 Series,2014.0,Manual,94347.0,Diesel,30.0,65.7,2.0,8199
 1 Series,2019.0,Manual,8807.0,,145.0,53.3,1.5,15199
 X3,,Semi-Auto,,Petrol,145.0,30.4,2.0,32950
 M4,2018.0,Manual,9662.0,Petrol,145.0,31.0,3.0,36991
 2 Series,2019.0,Semi-Auto,2504.0,Diesel,145.0,68.9,2.0,22395
 2 Series,2017.0,Semi-Auto,20319.0,Petrol,145.0,48.7,2.0,18100
 1 Series,2019.0,Semi-Auto,11234.0,Diesel,145.0,68.9,2.0,18498
 5 Series,2020.0,Semi-Auto,102.0,Petrol,145.0,52.3,2.0,26990
 X3,2019.0,Automatic,,Diesel,145.0,54.3,2.0,34500
 3 Series,2017.0,Manual,27779.0,Petrol,150.0,48.7,2.0,13750
 2 Series,2019.0,Automatic,15.0,Petrol,145.0,53.3,1.5,22980
 2 Series,2019.0,Automatic,153.0,Diesel,145.0,49.6,2.0,22773
 1 Series,2016.0,,45000.0,Diesel,30.0,65.7,2.0,14589
 2 Series,2017.0,Manual,29117.0,Diesel,145.0,62.8,,16498
 5 Series,2015.0,Semi-Auto,29952.0,Diesel,30.0,62.8,2.0,15990
 X3,2015.0,Automatic,88187.0,Diesel,200.0,47.1,3.0,16348
 1 Series,,Automatic,5000.0,Petrol,,,1.5,25988
 X1,2016.0,Automatic,,Diesel,125.0,57.6,2.0,17200
 1 Series,2015.0,Manual,36339.0,Diesel,30.0,,2.0,11999
 1 Series,,Semi-Auto,43525.0,Petrol,,37.7,,14998
 3 Series,2019.0,Semi-Auto,4826.0,Diesel,145.0,60.1,,26000
 4 Series,2018.0,Semi-Auto,,Petrol,145.0,48.7,2.0,23990
 5 Series,2017.0,Automatic,54678.0,Diesel,125.0,60.1,2.0,16490
 X6,2018.0,Automatic,9135.0,Diesel,145.0,47.1,3.0,36480
 X5,2019.0,Semi-Auto,7300.0,,150.0,,3.0,51990
 X1,2016.0,Automatic,30405.0,Diesel,125.0,57.6,2.0,18199
 X1,2016.0,Semi-Auto,26344.0,Diesel,,55.4,2.0,17498
 2 Series,2019.0,Manual,6556.0,Petrol,145.0,40.9,1.5,18580
 X3,2020.0,Semi-Auto,4373.0,Diesel,145.0,54.3,,35995
 1 Series,2017.0,Manual,33215.0,Diesel,0.0,78.5,1.5,11349
 1 Series,2019.0,Manual,12250.0,Diesel,150.0,70.6,1.5,18998
 X1,2017.0,Semi-Auto,16717.0,Diesel,145.0,60.1,2.0,20980
 X1,2017.0,Semi-Auto,,Diesel,145.0,57.6,2.0,20260
 1 Series,2016.0,Manual,15210.0,Petrol,125.0,53.3,1.5,12490
 3 Series,2019.0,Semi-Auto,5246.0,Petrol,145.0,47.9,2.0,24690
 X3,2015.0,Semi-Auto,,Diesel,145.0,54.3,2.0,19990
 1 Series,2017.0,Manual,26265.0,Diesel,0.0,83.1,1.5,11400
 1 Series,2016.0,Manual,45719.0,Diesel,,83.1,,9500
 5 Series,2020.0,Semi-Auto,9.0,Hybrid,150.0,,2.0,27990
 1 Series,2016.0,Manual,,Diesel,0.0,83.1,1.5,9699
 1 Series,,Manual,1550.0,Diesel,145.0,53.3,2.0,24880
 3 Series,2016.0,Automatic,46003.0,Diesel,160.0,51.4,3.0,16895
 X3,2018.0,Semi-Auto,,,145.0,54.3,2.0,29222
 X1,2019.0,Manual,,Diesel,145.0,68.9,,28560
 X1,2016.0,Automatic,20000.0,Diesel,150.0,,2.0,19990
 2 Series,2020.0,Semi-Auto,,Petrol,145.0,50.4,1.5,22999
 7 Series,2020.0,Semi-Auto,5000.0,Diesel,,42.2,3.0,52999
 3 Series,2020.0,Semi-Auto,11.0,Diesel,145.0,,2.0,33995
 3 Series,2017.0,Semi-Auto,17347.0,Hybrid,140.0,134.5,2.0,19999
 X4,2019.0,Semi-Auto,13142.0,Diesel,,42.8,2.0,35480
 3 Series,2002.0,Manual,121821.0,Petrol,330.0,29.4,2.5,2990
 X4,2019.0,Semi-Auto,2740.0,Diesel,145.0,42.8,2.0,36980
 1 Series,2016.0,Automatic,51215.0,Petrol,205.0,39.8,3.0,17595
 3 Series,2014.0,Automatic,,Diesel,30.0,62.8,2.0,8600
 3 Series,2018.0,Semi-Auto,17173.0,Diesel,145.0,56.5,3.0,24995
 4 Series,2019.0,Semi-Auto,6782.0,Petrol,150.0,,2.0,25490
 2 Series,2017.0,Semi-Auto,22919.0,Diesel,145.0,,2.0,16498
 3 Series,2014.0,Semi-Auto,68469.0,Diesel,,57.6,2.0,12360
 1 Series,2020.0,Semi-Auto,1500.0,Petrol,145.0,40.4,1.5,23980
 4 Series,2016.0,Automatic,100550.0,Diesel,125.0,,2.0,13500
 1 Series,2017.0,Automatic,,Diesel,145.0,68.9,1.5,15400
 1 Series,2015.0,Manual,,Diesel,20.0,68.9,2.0,10600
 1 Series,2017.0,Manual,15645.0,Petrol,125.0,52.3,1.5,15500
 5 Series,2019.0,Semi-Auto,13000.0,Hybrid,140.0,156.9,,30001
 X6,2019.0,Semi-Auto,3371.0,Diesel,,34.9,3.0,58990
 X1,2016.0,Automatic,6341.0,,160.0,44.8,2.0,21200
 3 Series,2015.0,,64523.0,Diesel,160.0,51.4,3.0,14699
 Z4,2012.0,Manual,49289.0,,200.0,41.5,2.0,10199
 X5,2016.0,Automatic,51536.0,Diesel,235.0,,3.0,33522
 4 Series,2016.0,Manual,93421.0,Diesel,30.0,62.8,2.0,10999
 1 Series,2016.0,Semi-Auto,31218.0,,20.0,70.6,2.0,13158
